Titel,Datum,Plaats van publicatie,Publicatie,Publicatietype,Lengte,Sectie,Lengte.1,Landen,Auteur,Agg-copyright,Cite,Bedrijf,Titel.1,Hlead,Publicatie.1,Publicatietype.1,Pub-copyright,Weergeven,Termen,Ticker,Source,YearMonth,Week
Twitter onder druk,2022-12-05,International,NRC,News,1798,MEDIA;Blz. 6,1798,"Netherlands, Kingdom of the",Wieland van Dijk,,,,Twitter onder druk,"Twitter onder druk ABSTRACT Vrije meningsuiting Twitter moet onder de nieuwe eigenaar Elon Musk een 'bastion van vrije meningsuiting' worden. Dat is makkelijk gezegd, maar hij kan weerstand verwachten van adverteerders en overheden. Een generaal pardon voor tienduizenden gebruikers die eerder waren geschorst, bijvoorbeeld vanwege grensoverschrijdend gedrag of discriminatie, kondigde Twitters nieuwe eigenaar Elon Musk vorige maand aan na een peiling onder zijn volgers. De amnestie, voor iedereen die niet de wet heeft overtreden, past in Musks streven om van Twitter een ,,bastion van vrije meningsuiting"" te maken. Maar bij dat streven vindt hij behoorlijk wat hobbels op zijn pad. De libertaire ondernemer vindt dat de vorige leiding te streng was. Twitter blokkeerde niet alleen illegaal materiaal als kinderporno of geweldsoproepen. De ,,community standards"" verbieden bijvoorbeeld ook ,,deadnaming"" en ,,misgendering"" - trans personen aanspreken met hun oude naam of sekse-aanduiding, een regel die Musk wil herzien. Ook staakte Twitter de handhaving van het verbod op desinformatie over corona. De gevolgen lijken nu al zichtbaar. Volgens onderzoek waaruit The New York Times vrijdag citeerde is het aantal racistische tweets tegen zwarte Amerikanen sinds Musks aantreden verdrievoudigd, en zijn ook homofobe en antisemitische tweets zeer sterk in aantal toegenomen.",NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2022-12,49
Turner Prize gewonnen door 66-jarige beeldhouwer Veronica Ryan,2022-07-12,International,NRC,News,494,,494,"Netherlands, Kingdom of the",Toef Jaeger,,,,Turner Prize gewonnen door 66-jarige beeldhouwer Veronica Ryan,"Turner Prize gewonnen door 66-jarige beeldhouwer Veronica Ryan Veronica Ryan is de oudste Turner Prizewinnaar ooit. De jury prijst haar om de manier waarop ze het persoonlijke op een poëtische manier weet vorm te geven. De Turner Prize, de roemruchte Britse beeldende kunstprijs, gaat dit jaar naar Veronica Ryan (1956). Dat werd woensdagavond in een live uitzending op BBC Four bekendgemaakt. De Britse beeldhouwer is de oudste kunstenaar ooit die de Turner Prize ontving. In haar installaties verwerkt ze onder meer familiegeschiedenissen, jeugd en healing in beelden en installaties. De jury prees haar om de manier waarop ze het persoonlijke en het poëtische mengt.",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2022-07,28
Kunstprijs Turner Prize gewonnen door 66-jarige beeldhouwer Veronica Ryan,2022-12-09,International,NRC,News,447,CULTUUR;Blz. 4,447,"Netherlands, Kingdom of the",,,,,Kunstprijs Turner Prize gewonnen door 66-jarige beeldhouwer Veronica Ryan,"Kunstprijs Turner Prize gewonnen door 66-jarige beeldhouwer Veronica Ryan De Turner Prize, de roemruchte Britse beeldendekunstprijs, gaat dit jaar naar Veronica Ryan (1956). Dat werd woensdagavond in een live-uitzending op BBC Four bekendgemaakt. De Britse beeldhouwer is de oudste kunstenaar ooit die de Turner Prize ontving. In haar installaties verwerkt ze onder meer familiegeschiedenissen, jeugd en healing in beelden en installaties. De jury prees haar om de manier waarop ze het persoonlijke en het poëtische mengt.",NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2022-12,49
Pride wordt ‘diverser en inclusiever’ en krijgt een nieuwe naam: Queer & Pride Amsterdam,2022-12-14,International,NRC,News,1077,,1077,"Netherlands, Kingdom of the",Menno Sedee,,,,Pride wordt ‘diverser en inclusiever’ en krijgt een nieuwe naam: Queer & Pride Amsterdam,"Pride wordt ‘diverser en inclusiever’ en krijgt een nieuwe naam: Queer & Pride Amsterdam De woensdag ondertekende overeenkomst betekent dat groepen die de grootste kritiek hadden geuit op de commerciële, ‘witte’ en feestelijke kant van Pride Amsterdam nu een structurele plek krijgen in de organisatie. ‘Pride Amsterdam’ wordt ‘Queer & Pride Amsterdam’. Niet één, maar twee partijen nemen de organisatie op zich. Queer Amsterdam zeven dagen, Stichting Pride Amsterdam zes dagen, met daartussen het Milkshake Festival. De eerste zal meer de nadruk leggen op gemarginaliseerde groepen, sociale domeinen als sport en zorg, en de protestmars Pride Walk organiseren. De tweede zal vooral blijven doen wat het al deed: kunst en cultuur, straatfeesten en de bekende botenparade. Het zijn de uitkomsten van gesprekken tussen de partijen die interesse hadden getoond om de Pride te organiseren, en die wethouder Touria Meliani (Evenementen, GroenLinks) woensdagmiddag naar de raad stuurde. De overeenkomst die de partijen tekenden, betekent dat groepen die de grootste kritiek uitten op de commerciële, ‘witte’ en feestelijke kant van Pride Amsterdam nu een structurele plek krijgen in de organisatie.",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2022-12,50
"Queer & Pride: 'diverser, inclusiever'",2022-12-15,International,NRC,News,1081,IN HET NIEUWS;Blz. 4,1081,"Netherlands, Kingdom of the",Menno Sedee,,,,"Queer & Pride: 'diverser, inclusiever'","Queer & Pride: 'diverser, inclusiever' ABSTRACT Pride Amsterdam Groepen met forse kritiek op commerciële, 'witte' en feestelijke kant van Pride Amsterdam krijgen structurele plek in organisatie. 'Pride Amsterdam' wordt 'Queer & Pride Amsterdam'. Niet één, maar twee partijen nemen de organisatie op zich. Queer Amsterdam zeven dagen, Stichting Pride Amsterdam zes dagen, met daartussen het Milkshake Festival. De eerste zal meer de nadruk leggen op gemarginaliseerde groepen, sociale domeinen als sport en zorg, en de protestmars Pride Walk organiseren. De tweede zal vooral blijven doen wat ze al deed: kunst en cultuur, straatfeesten en de bekende botenparade. Het zijn de uitkomsten van gesprekken tussen de partijen die interesse toonden de Pride te organiseren, en die wethouder Touria Meliani (Evenementen, GroenLinks) woensdagmiddag naar de raad stuurde. De overeenkomst die de partijen tekenden betekent dat groepen die de grootste kritiek uitten op de commerciële, 'witte' en feestelijke kant van Pride Amsterdam nu een structurele plek krijgen in de organisatie.",NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2022-12,50
Trans man Jos Veenhoven onderzocht met zijn opa Ruut hoe gelukkig transgender mensen zijn,2022-12-16,International,NRC,News,1688,,1688,"Netherlands, Kingdom of the",Jannetje Koelewijn,,,,Trans man Jos Veenhoven onderzocht met zijn opa Ruut hoe gelukkig transgender mensen zijn,"Trans man Jos Veenhoven onderzocht met zijn opa Ruut hoe gelukkig transgender mensen zijn Hoe gelukkig zijn transgender mensen? Ruut Veenhoven onderzocht het met zijn kleinzoon Jos, die zelf als vrouw werd geboren. Jos Veenhoven (23), master student climate physics aan de Universiteit Utrecht , werd geboren als meisje en is nu een man. Zijn lichaam is aangepast met de hulp van dokters, waardoor hij er ook uitziet als een man. Platte borst, gespierd lijf. Hij zegt dat de transitie hem gelukkiger heeft gemaakt. Hij is nu wie hij is. Geldt dat voor alle mensen die in transitie gaan? Worden ze er gelukkiger van? Dat heeft Jos Veenhoven onderzocht met zijn grootvader, Ruut Veenhoven (80). Die is emeritus hoogleraar sociologie aan de Erasmus Universiteit Rotterdam en doet sinds de jaren zeventig onderzoek naar de maatschappelijke voorwaarden voor geluk, subjectief beleefd geluk. De belangrijkste, weet hij, zijn welvaart en rechtszekerheid. En de vrijheid om het leven naar eigen idee in te richten, met daarbij een goed ontwikkeld vermogen tot kiezen. Hij is de grondlegger van de World Database of Happiness, waarin wetenschappelijke onderzoeksresultaten naar geluk online wordt verzameld en toegankelijk gemaakt. Op zijn vakgebied is hij een internationale bekendheid.",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2022-12,50
Geluk in transgender levens Sociologie Opa en kleinzoon onderzochten geluk bij transgender mensen,2022-12-17,International,NRC,News,1674,WETENSCHAP;Blz. 1,1674,"Netherlands, Kingdom of the",Jannetje Koelewijn Annabel Oosteweeghel,,,,Geluk in transgender levens Sociologie Opa en kleinzoon onderzochten geluk bij transgender mensen,"Geluk in transgender levens Sociologie Opa en kleinzoon onderzochten geluk bij transgender mensen ABSTRACT Sociologie Hoe gelukkig zijn transgender mensen? Ruut Veenhoven onderzocht het met zijn kleinzoon Jos, die zelf als vrouw werd geboren. Jos Veenhoven (23), master student climate physics aan de Universiteit Utrecht , werd geboren als meisje en is nu een man. Zijn lichaam is aangepast met de hulp van dokters, waardoor hij er ook uitziet als een man. Platte borst, gespierd lijf. Hij zegt dat de transitie hem gelukkiger heeft gemaakt. Hij is nu wie hij is. Geldt dat voor alle mensen die in transitie gaan? Worden ze er gelukkiger van? Dat heeft Jos Veenhoven onderzocht met zijn grootvader, Ruut Veenhoven (80). Die is emeritus hoogleraar sociologie aan de Erasmus Universiteit Rotterdam en doet sinds de jaren zeventig onderzoek naar de maatschappelijke voorwaarden voor geluk, subjectief beleefd geluk. De belangrijkste, weet hij, zijn welvaart en rechtszekerheid. En de vrijheid om het leven naar eigen idee in te richten, met daarbij een goed ontwikkeld vermogen tot kiezen. Hij is de grondlegger van de World Database of Happiness, waarin wetenschappelijke onderzoeksresultaten naar geluk online wordt verzameld en toegankelijk gemaakt. Op zijn vakgebied is hij een internationale bekendheid.",NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2022-12,50
Schots en deel Spaans parlement stemmen voor eenvoudiger geslachtswijziging,2022-12-22,International,NRC,News,545,,545,"Netherlands, Kingdom of the",Tan Tunali,,,,Schots en deel Spaans parlement stemmen voor eenvoudiger geslachtswijziging,"Schots en deel Spaans parlement stemmen voor eenvoudiger geslachtswijziging In de Spaanse en Schotse parlementen werd wetgeving aangenomen die het vergemakkelijkt om een aanvraag tot geslachtsverandering in te dienen. In Spanje moeten transgender personen vanaf zestien jaar voortaan eenvoudig het geslacht op hun identiteitspapieren kunnen veranderen. Daartoe heeft het lagerhuis van het Spaanse parlement donderdag een wetsvoorstel aangenomen, zo melden Spaanse media . Het lagerhuis stemde in meerderheid voor het wetsvoorstel, na ruim anderhalf jaar fel debat.",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2022-12,51
Ook transzorg moet aan medisch-wetenschappelijke standaarden voldoen,2022-12-30,International,NRC,News,1683,,1683,"Netherlands, Kingdom of the","Jan Kuitenbrouwer, Peter Vasterman",,,,Ook transzorg moet aan medisch-wetenschappelijke standaarden voldoen,"Ook transzorg moet aan medisch-wetenschappelijke standaarden voldoen De vraag naar transgenderzorg neemt snel toe. De oorspronkelijk Nederlandse behandeling met puberteitsremmers ligt steeds vaker internationaal onder vuur. Jan Kuitenbrouwer en Peter Vasterman pleiten voor onafhankelijk onderzoek. ‘Wachtlijsten transgenderzorg te lang: ‘Je gaat eraan onderdoor’”, kopte RTL Nieuws begin dit jaar. Nederlandse genderklinieken worden bedolven onder een bijna exponentieel groeiende vraag naar genderzorg. Het vorige kabinet installeerde een ‘kwartiermaker’ om een drastische uitbreiding van de capaciteit in gang te zetten. Maar: wat voor zorg zou dat eigenlijk moeten zijn? Jan Kuitenbrouwer is journalist en publiceert in HP/De Tijd over genderkwesties. Peter Vasterman is mediasocioloog en doet onderzoek naar berichtgeving over genderissues. Beiden ondertekenden het manifest van stichting Gendertwijfel.",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2022-12,52
Wees zuinig op de genderzorg,2022-12-30,International,NRC,News,1145,,1145,"Netherlands, Kingdom of the","Annelijn Wensing-Kruger, Annelou de Vries, Sabine Hannema, Thomas D. Steensma",,,,Wees zuinig op de genderzorg,"Wees zuinig op de genderzorg Meer onderzoek naar transgenderzorg blijft nodig. Maar het ‘ Dutch protocol’ heeft zijn waarde bewezen, betogen onderzoekers en behandelaars van Amsterdam UMC. Sinds het begin van deze eeuw heeft het Kennis- en Zorgcentrum voor Genderdysforie (KZcG) van Amsterdam UMC (voorheen VUmc) zorg verleend aan bijna 3.000 jongeren onder de 18 jaar met gendervragen. Ongeveer driekwart van hen komt in aanmerking voor behandeling met puberteitsremmers om bedenktijd te winnen voordat beslissingen genomen worden over genderbevestigende hormonen of operaties. Sabine Hannema is kinderarts-endocrinoloog.",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2022-12,52
Ook transzorg moet aan medisch-wetenschappelijke standaarden voldoen Opinie Nederlandse genderzorg geldt wereldwijd als voorbeeld. Maar hoe wetenschappelijk is het 'Dutch protocol' eigenlijk?,2022-12-31,International,NRC,News,1722,VOORPAGINA;Blz. 1,1722,"Netherlands, Kingdom of the",Jan Kuitenbrouwer Peter Vasterman,,,,Ook transzorg moet aan medisch-wetenschappelijke standaarden voldoen Opinie Nederlandse genderzorg geldt wereldwijd als voorbeeld. Maar hoe wetenschappelijk is het 'Dutch protocol' eigenlijk?,"Ook transzorg moet aan medisch-wetenschappelijke standaarden voldoen Opinie Nederlandse genderzorg geldt wereldwijd als voorbeeld. Maar hoe wetenschappelijk is het 'Dutch protocol' eigenlijk? ABSTRACT Opinie Transgenderzorg De vraag naar transgenderzorg neemt snel toe. De oorspronkelijk Nederlandse behandeling met puberteitsremmers ligt steeds vaker internationaal onder vuur. Jan Kuitenbrouwer en Peter Vasterman pleiten voor onafhankelijk onderzoek. 'Wachtlijsten transgenderzorg te lang: 'Je gaat eraan onderdoor'"", kopte RTL Nieuws begin dit jaar. Nederlandse genderklinieken worden bedolven onder een bijna exponentieel groeiende vraag naar genderzorg. Het vorige kabinet installeerde een 'kwartiermaker' om een drastische uitbreiding van de capaciteit in gang te zetten. Maar: wat voor zorg zou dat eigenlijk moeten zijn? Tot 2010 meldden zich in Nederland gemiddeld zo'n 200 patiënten per jaar bij een genderkliniek, onder wie zo'n 60 kinderen en jongeren. Rond 2013 verdubbelt plots het aantal aanmeldingen en vanaf dat moment gaat de lijn steil omhoog. In 2022 staan er bijna 6.000 mensen op de wachtlijst en zijn er ruim 5.000 in behandeling, onder wie zo'n 1.600 minderjarigen. Ook in die groep is de groei enorm, er staan er ook nog eens 1.800 op de wachtlijst. Zij 'voelen zich niet thuis in hun eigen geslacht' en willen 'in transitie'. Deze groeitrend is internationaal. Minderjarige patiënten bij de Britse genderkliniek Tavistock: van 51 in 2009 naar 3.585 in 2022. Ook daar stonden dit jaar duizenden kinderen op wachtlijsten.",NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2022-12,52
"Schiedammer Shakespeare is charmant, maar rommelig",2023-01-03,International,NRC,News,453,,453,"Netherlands, Kingdom of the",Elisabeth Oosterling,,,,"Schiedammer Shakespeare is charmant, maar rommelig","Schiedammer Shakespeare is charmant, maar rommelig In ‘Romy & Julia’ staan twee Schiedammer families elkaar naar het leven. Jonge acteurs worstelen zich door de groots opgezette scènes, theatertalent valt op. Theater Romy & Julia van De Stokerij en Theater aan de Schie. Gezien: 2/1 in Theater aan de Schie, Schiedam. T/m 6/1. Info:",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,1
Het Amerikaanse Skyhorse geeft alleen boeken uit die voor andere uitgevers te controversieel zijn,2023-01-12,International,NRC,News,1766,,1766,"Netherlands, Kingdom of the",Bas Blokker,,,,Het Amerikaanse Skyhorse geeft alleen boeken uit die voor andere uitgevers te controversieel zijn,"Het Amerikaanse Skyhorse geeft alleen boeken uit die voor andere uitgevers te controversieel zijn De cultuurstrijd in de VS richt zich in toenemende mate op boeken. Uitgeverij Skyhorse profiteert daarvan door boeken uit te geven die door anderen zijn geweigerd. ‘Schokkend”, vond uitgever Tony Lyons de meest recente lijst van ‘verboden boeken’ die via branche-orgaan Publisher’s Weekly naar buiten werd gebracht. „Daar stonden alleen maar boeken op die zij zelf goed vonden. Al die boeken hebben recensies in de grote kranten gekregen, je kon overal advertenties voor ze plaatsen, ze stonden in de top van alle bestsellerlijsten en ze lagen in grote stapels in boekhandels in het hele land”, mailt Lyons op vragen van NRC . Lyons is directeur van Skyhorse, de in New York gevestigde uitgeverij die zich profileert als vrijhaven voor boeken die elders worden geweigerd of uit het fonds geknikkerd. De biografie van Philip Roth, geschreven door Blake Bailey, werd door uitgeverij WW Norton uit de catalogus gehaald na beschuldigingen dat Bailey, een voormalige leerkracht, minderjarige leerlingen zou hebben aangerand. Skyhorse geeft het nu uit. De auto-biografie van filmmaker Woody Allen, À propos of nothing , werd afgedankt door Hachette na protesten van zijn ex-vrouw en enkele van haar kinderen, die Allen beschuldigden van kindermisbruik. Staat in de fondslijst van Skyhorse. „Veel van onze boeken konden wij uitgeven omdat de oorspronkelijke uitgever bang was”, schrijft Lyons. „De gronden voor hun angst waren divers – angst voor rechtszaken, angst dat hun medewerkers zouden vertrekken, angst voor negatieve publiciteit, een misplaatst moralisme, dat soort dingen.”",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,2
Waarom herkennen we ironie niet meer? Column,2023-01-13,International,NRC,News,780,OPINIE;Blz. 18,780,"Netherlands, Kingdom of the",Stine Jensen,,,,Waarom herkennen we ironie niet meer? Column,"Waarom herkennen we ironie niet meer? Column Nu iedereen weet dat Ramsey Nasr een Wunderkammer heeft, zou het zo maar kunnen dat we ook gaan denken dat hij een echte geleerde is, getuige de titel van zijn televisieprogramma: Dr. Nasrs Wunderkammer. Je moet maar durven, in deze tijd, jezelf dr. noemen zonder de doctorsgraad op zak. (Zekerheidshalve googlede ik of de veelzijdige en begaafde acteur toch gepromoveerd was: nee.) Ik zocht naarstig naar de knipoog die het 'dr.' relativeren zou, maar de zelfspot spat er niet meteen vanaf als dr. Nasr het over zijn Wunderkammer heeft. Ironie is misschien wel een van de lastigste stijlvormen van deze tijd. En ik mis die, want ik hou van de ironie. Ik ben er volgens goed Scandinavisch gebruik mee opgegroeid. De meeste Denen komen de dag niet prettig door zonder zichzelf of iemand anders met milde spot een beetje te beledigen. Een bekende Deense uitdrukking is 'Det er ikke så ringe endda' - wat zoiets betekent als 'dat is zo slecht nog niet'. Je kunt de uitdrukking de hele dag door gebruiken om de lulligheid van een situatie te onderstrepen of prestaties te relativeren. Ironie en (zelf)spot gedijen goed in een gelijkheidscultuur: jij bent niet beter dan een ander.",NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,2
Waarom herkennen we ironie niet meer?,2023-01-13,International,NRC,News,756,,756,"Netherlands, Kingdom of the",Stine Jensen,,,,Waarom herkennen we ironie niet meer?,"Waarom herkennen we ironie niet meer? Nu iedereen weet dat Ramsey Nasr een Wunderkammer heeft, zou het zo maar kunnen dat we ook gaan denken dat hij een echte geleerde is, getuige de titel van zijn televisieprogramma:… Nu iedereen weet dat Ramsey Nasr een Wunderkammer heeft, zou het zo maar kunnen dat we ook gaan denken dat hij een echte geleerde is, getuige de titel van zijn televisieprogramma: Dr. Nasrs Wunderkammer . Je moet maar durven, in deze tijd, jezelf dr. noemen zonder de doctorsgraad op zak. (Zekerheidshalve googelde ik of de veelzijdige en begaafde acteur toch gepromoveerd was: nee.) Ik zocht naarstig naar de knipoog die het ‘dr.’ relativeren zou, maar de zelfspot spat er niet meteen vanaf als dr. Nasr het over zijn Wunderkammer heeft. Ironie is misschien wel een van de lastigste stijlvormen van deze tijd. En ik mis die, want ik hou van de ironie. Ik ben er volgens goed Scandinavisch gebruik mee opgegroeid. De meeste Denen komen de dag niet prettig door zonder zichzelf of iemand anders met milde spot een beetje te beledigen. Een bekende Deense uitdrukking is ‘ Det er ikke så ringe endda ’ – wat zoiets betekent als ‘dat is zo slecht nog niet’. Je kunt de uitdrukking de hele dag door gebruiken om de lulligheid van een situatie te onderstrepen of prestaties te relativeren. Ironie en (zelf)spot gedijen goed in een gelijkheidscultuur: jij bent niet beter dan een ander.",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,2
Een gebroken hart leidt vaak tot iets moois,2023-01-13,International,NRC,News,1128,LEVEN;Blz. 20,1128,"Netherlands, Kingdom of the",Saskia van Loenen,,,,Een gebroken hart leidt vaak tot iets moois,"Een gebroken hart leidt vaak tot iets moois ABSTRACT Expositie Wat gebeurt er als liefde uit balans is? In het Amersfoortse Rietveldpaviljoen verbeelden negentien kunstenaars onbereikbare liefde. Alles is liefde. Het is niet alleen het mooiste wat er is, uiteindelijk draait het hele menselijke zijn om liefde. Maar liefde betekent ook pijn, want het gaat meestal natuurlijk helemaal niet zoals je hoopt - laat staan over (romantische) rozen. Een uitstekend thema voor een expositie dus, want kunstenaars zijn bij uitstek in staat dit soort grote thema's te vangen in krachtige beelden. Het Rietveldpaviljoen, cultuurhuis in een gebouw ontworpen door de naamgever en gelegen aan de rand van het historische centrum van Amersfoort, toont in Onbereikbare Liefde werk van 19 kunstenaars; veel fotografie uiteraard in deze thuishaven van de stichting 033fotostad ('centrum voor fotografie en beeldcultuur'), maar ook diverse andere disciplines als installaties, objecten, video en tekeningen.",NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,2
"Vrijhaven voor omstreden boeken Verenigde Staten Cultuurstrijd richt zich op boeken, één uitgeverij profiteert",2023-01-13,International,NRC,News,1838,VOORPAGINA;Blz. 1,1838,"Netherlands, Kingdom of the",Bas Blokker,,,,"Vrijhaven voor omstreden boeken Verenigde Staten Cultuurstrijd richt zich op boeken, één uitgeverij profiteert","Vrijhaven voor omstreden boeken Verenigde Staten Cultuurstrijd richt zich op boeken, één uitgeverij profiteert ABSTRACT Verenigde staten De cultuurstrijd in de Verenigde Staten richt zich in toenemende mate op boeken. De New Yorkse uitgeverij Skyhorse profiteert daarvan door boeken uit te geven die door anderen zijn geweigerd. 'Schokkend"", vond uitgever Tony Lyons de meest recente lijst van 'verboden boeken' die via branche-orgaan Publisher's Weeklynaar buiten werd gebracht. ,,Daar stonden alleen maar boeken op die zij zelf goed vonden. Al die boeken hebben recensies in de grote kranten gekregen, je kon overal advertenties voor ze plaatsen, ze stonden in de top van alle bestsellerlijsten en ze lagen in grote stapels in boekhandels in het hele land"", mailt Lyons op vragen van NRC. Lyons is directeur van Skyhorse, de in New York gevestigde uitgeverij die zich profileert als vrijhaven voor boeken die elders worden geweigerd of uit het fonds geknikkerd. De biografie van Philip Roth, geschreven door Blake Bailey, werd door uitgeverij WW Norton uit de catalogus gehaald na beschuldigingen dat Bailey, een voormalige leerkracht, minderjarige leerlingen zou hebben aangerand. Skyhorse geeft het nu uit. De auto-biografie van filmmaker Woody Allen, À propos of nothing, werd afgedankt door Hachette na protesten van zijn ex-vrouw en enkele van haar kinderen, die Allen beschuldigden van kindermisbruik. Staat in de fondslijst van Skyhorse. ,,Veel van onze boeken konden wij uitgeven omdat de oorspronkelijke uitgever bang was"", schrijft Lyons. ,,De gronden voor hun angst waren divers - angst voor rechtszaken, angst dat hun medewerkers zouden vertrekken, angst voor negatieve publiciteit, een misplaatst moralisme, dat soort dingen.""",NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,2
Brigitte: Macrons geheime troef,2023-01-14,International,NRC,News,559,IN HET NIEUWS;Blz. 8,559,"Netherlands, Kingdom of the",Floor Bouma,,,,Brigitte: Macrons geheime troef,"Brigitte: Macrons geheime troef ABSTRACT Presidentsvrouw Het lijkt erop dat de Franse president Macron zijn echtgenote soms naar voren schuift teneinde het publieke debat te sturen. Soms hoor je maandenlang niets van Brigitte Macron, en soms is ze ineens het gesprek van de dag. Deze week maakte de vrouw van de Franse president Emmanuel Macron de tongen weer los in Frankrijk door plots links en rechts haar mening over politieke onderwerpen te uiten.",NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,2
‘Dan staat er plotseling een trans vrouw bij de mannengevangenis. Hoe ga je daar dan mee om?’,2023-01-18,International,NRC,News,1596,,1596,"Netherlands, Kingdom of the","Menno Sedee, Pim van den Dool",,,,‘Dan staat er plotseling een trans vrouw bij de mannengevangenis. Hoe ga je daar dan mee om?’,"‘Dan staat er plotseling een trans vrouw bij de mannengevangenis. Hoe ga je daar dan mee om?’ Transgender gedetineerden worden gepest, buitengesloten en zijn bang voor geweld, blijkt uit het eerste onderzoek naar deze groep. „Er is in de gevangenis vaak weinig tolerantie voor mensen die anders zijn”, zegt onderzoeker Pauline Jacobs. De directeur kan veel verschil maken. Een transgender gedetineerde die zo erg door zijn medegevangenen wordt gepest en buitengesloten dat volgens een gevangenisdirecteur sprake was van „geestelijke mishandeling”. Een trans vrouw die in de gevangenis weer als man gaat leven, uit angst voor geweld. Gevangenisdirecteuren die transgender gevangenen proberen te beschermen door ze op de luwteafdeling te plaatsen, die eigenlijk bedoeld is voor mensen met gezondheids- of gedragsproblemen. Transgender gedetineerden zijn een kwetsbare groep, blijkt uit de voorbeelden uit onderzoek van Pauline Jacobs, universitair docent strafrecht aan het Willem Pompe Instituut van de Universiteit Utrecht . Jacobs probeerde voor het eerst de omvang en omstandigheden van deze groep in Nederland in kaart te brengen. „Er bleek niks bekend”, zegt ze in een vergaderruimte van het instituut. „Ik vond geen aantallen. Ik vond eigenlijk helemaal geen informatie.” Jacobs kwam op het idee voor haar onderzoek toen ze via een collega vanuit het Verenigd Koninkrijk een vraag kreeg over het Nederlandse beleid. In het Verenigd Koninkrijk woedt al enkele jaren een felle discussie over of een transgender persoon zelf mag bepalen of die in de vrouwen- of mannengevangenis wordt geplaatst, en welke voorwaarden daaraan verbonden zijn.",NRC.nl,Web Publication,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,3
De trans vrouw werd in de gevangenis met gescheld onthaald Onderzoek Transgenders in de cel zijn vaak het pispaaltje,2023-01-19,International,NRC,News,1648,VOORPAGINA;Blz. 1,1648,"Netherlands, Kingdom of the",Pim van den Dool en Menno Sedee Foto Lars van den Brink,,,,De trans vrouw werd in de gevangenis met gescheld onthaald Onderzoek Transgenders in de cel zijn vaak het pispaaltje,"De trans vrouw werd in de gevangenis met gescheld onthaald Onderzoek Transgenders in de cel zijn vaak het pispaaltje ABSTRACT Interview Pauline Jacobs Onderzoeker Transgender gedetineerden worden gepest, buitengesloten en zijn bang voor geweld, dat blijkt uit het eerste onderzoek naar deze groep. ,,Er is in de gevangenis vaak weinig tolerantie voor mensen die anders zijn"", zegt onderzoeker Pauline Jacobs. De directeur kan veel verschil maken. Een transgender gedetineerde die zo erg door zijn medegevangenen wordt gepest en buitengesloten dat volgens een gevangenisdirecteur sprake was van ,,geestelijke mishandeling"". Een trans vrouw die in de gevangenis weer als man gaat leven, uit angst voor geweld. Gevangenisdirecteuren die transgender gevangenen proberen te beschermen door ze op de luwteafdeling te plaatsen, die eigenlijk bedoeld is voor mensen met gezondheids- of gedragsproblemen. Transgender gedetineerden zijn een kwetsbare groep, blijkt uit de voorbeelden uit onderzoek van Pauline Jacobs, universitair docent strafrecht aan het Willem Pompe Instituut van de Universiteit Utrecht . Jacobs probeerde voor het eerst de omvang en omstandigheden van deze groep in Nederland in kaart te brengen. ,,Er bleek niks bekend"", zegt ze in een vergaderruimte van het instituut. ,,Ik vond geen aantallen. Ik vond eigenlijk helemaal geen informatie."" Jacobs kwam op het idee voor haar onderzoek toen ze via een collega vanuit het Verenigd Koninkrijk een vraag kreeg over het Nederlandse beleid. In het Verenigd Koninkrijk woedt al enkele jaren een felle discussie over of een transgender persoon zelf mag bepalen of die in de vrouwen- of mannengevangenis wordt geplaatst, en welke voorwaarden daaraan verbonden zijn.",NRC,Krant,,,,,NRC 2022-2024 hele sample.XLSX,2023-01,3
